Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
111570455,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,"ZİRAAT FAKÜLTESİ
Su Ürünleri Mühendisliği
(4 Yıllık)",783.882,232.26377
106870278,KİLİS 7 ARALIK ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat (M.T.O.K.)
(4 Yıllık)",783.950,237.10775
208810024,LOKMAN HEKİM ÜNİVERSİTESİ (ANKARA),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Anestezi (%25 İndirimli)
(2 Yıllık)",784.149,305.75232
104251365,GAZİANTEP ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Çağrı Merkezi Hizmetleri
(2 Yıllık)",784.644,305.70833
103390223,DÜZCE ÜNİVERSİTESİ,"AKÇAKOCA MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",784.664,305.70664
100290200,ADIYAMAN ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat (M.T.O.K.)
(4 Yıllık)",784.698,237.02734
104390166,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"ERBAA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",784.794,305.69578
100610313,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi
(4 Yıllık)",785.326,251.88424
202412807,İSTANBUL AYDIN ÜNİVERSİTESİ,"MİMARLIK VE TASARIM FAKÜLTESİ
İç Mimarlık (%50 İndirimli)
(4 Yıllık)",785.611,232.11789
109950036,YALOVA ÜNİVERSİTESİ,"YALOVA MESLEK YÜKSEKOKULU
Deniz ve Liman İşletmeciliği
(2 Yıllık)",786.039,305.5879
107890061,MUŞ ALPARSLAN ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
İnsansız Hava Aracı Teknolojisi ve Operatörlüğü
(2 Yıllık)",786.134,305.57942
112553197,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"SENİRKENT MESLEK YÜKSEKOKULU
Optisyenlik
(2 Yıllık)",786.166,305.5765
101810168,BAYBURT ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Tarih
(4 Yıllık)",786.199,236.86752
105650703,İSTANBUL ÜNİVERSİTESİ,"AÇIK VE UZAKTAN EĞİTİM FAKÜLTESİ
Dış Ticaret (Uzaktan Öğretim)
(2 Yıllık)",786.248,305.56878
103710057,ERZURUM TEKNİK ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme
(4 Yıllık)",786.263,251.79984
208750754,İSTANBUL KENT ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Kozmetik Teknolojisi (Burslu)
(2 Yıllık)",786.518,305.54828
104151163,GAZİ ÜNİVERSİTESİ (ANKARA),"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Polimer Teknolojisi
(2 Yıllık)",786.678,305.53421
204790752,İSTANBUL OKAN ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Dijital Dönüşüm Elektroniği (Burslu)
(2 Yıllık)",786.957,305.50982
105690774,İSTANBUL ÜNİVERSİTESİ,"AÇIK VE UZAKTAN EĞİTİM FAKÜLTESİ
İlahiyat (Açıköğretim)
(2 Yıllık)",787.078,305.50092
104390190,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"TOKAT MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",787.207,305.48814
106951616,KOCAELİ ÜNİVERSİTESİ,"HEREKE ASIM KOCABIYIK MESLEK YÜKSEKOKULU
İnşaat Teknolojisi
(2 Yıllık)",787.209,305.48783
109010328,SİİRT ÜNİVERSİTESİ,"ZİRAAT FAKÜLTESİ
Tarım Ekonomisi
(4 Yıllık)",787.214,251.71238
102551147,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"AKHİSAR MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",787.251,305.48381
210403020,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Ebelik (Ücretli)
(4 Yıllık)",787.486,231.95997
103990153,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı
(4 Yıllık)",787.515,236.72837
107710521,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Sanat Tarihi
(4 Yıllık)",787.629,236.71708
111650554,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
İklimlendirme ve Soğutma Teknolojisi
(2 Yıllık)",787.742,305.44665
201990526,HALİÇ ÜNİVERSİTESİ (İSTANBUL),"FEN-EDEBİYAT FAKÜLTESİ
Psikoloji (İngilizce) (Ücretli)
(4 Yıllık)",787.980,251.64687
100410818,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),"TURİZM FAKÜLTESİ
Turizm İşletmeciliği
(4 Yıllık)",788.009,251.64327
102790240,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"LAPSEKİ MESLEK YÜKSEKOKULU
Biyokimya
(2 Yıllık)",788.217,305.40334
101050209,ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR),"AÇIKÖĞRETİM FAKÜLTESİ
Bankacılık ve Sigortacılık (Açıköğretim)
(2 Yıllık)",788.529,305.37708
210402502,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"SİVİL HAVACILIK YÜKSEKOKULU
Havacılık Elektrik ve Elektroniği (%50 İndirimli)
(4 Yıllık)",788.593,231.86893
106050203,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",788.718,305.36052
109590020,MUNZUR ÜNİVERSİTESİ (TUNCELİ),"EDEBİYAT FAKÜLTESİ
Coğrafya
(4 Yıllık)",788.740,236.59734
202412719,İSTANBUL AYDIN ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Havacılık Yönetimi (İngilizce) (%50 İndirimli)
(4 Yıllık)",789.003,251.55948
201050605,ÇAĞ ÜNİVERSİTESİ (MERSİN),"MESLEK YÜKSEKOKULU
Çocuk Gelişimi (Burslu)
(2 Yıllık)",789.195,305.31911
106410299,KASTAMONU ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi
(4 Yıllık)",789.234,251.53837
112270828,KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ,"TÜRKOĞLU MESLEK YÜKSEKOKULU
Sivil Savunma ve İtfaiyecilik
(2 Yıllık)",789.238,305.31509
108910234,SELÇUK ÜNİVERSİTESİ (KONYA),"EDEBİYAT FAKÜLTESİ
Arkeoloji
(4 Yıllık)",789.895,251.48052
101490370,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"HINIS MESLEK YÜKSEKOKULU
Eczane Hizmetleri
(2 Yıllık)",790.182,305.23072
102110048,BİTLİS EREN ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Tarih
(4 Yıllık)",790.260,236.4429
102390086,YOZGAT BOZOK ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Reklamcılık
(4 Yıllık)",790.355,236.43355
106190070,KARABÜK ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Optisyenlik
(2 Yıllık)",790.407,305.21039
112910038,İZMİR BAKIRÇAY ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Coğrafya (KKTC Uyruklu)
(4 Yıllık)",790.493,236.41872
108650078,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"DENİZLİ SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",790.720,305.18383
103350703,DÜZCE ÜNİVERSİTESİ,"AKÇAKOCA MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",790.787,305.17849
103290373,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,"KÜTAHYA UYGULAMALI BİLİMLER FAKÜLTESİ
Elektronik Ticaret ve Yönetimi
(4 Yıllık)",790.834,251.40023
106750408,KIRKLARELİ ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",790.838,305.17335
109451948,TRAKYA ÜNİVERSİTESİ (EDİRNE),"ARDA MESLEK YÜKSEKOKULU
Laboratuvar Teknolojisi
(2 Yıllık)",790.855,305.17195
300190432,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"İŞLETME VE EKONOMİ FAKÜLTESİ
Pazarlama (İngilizce) (Burslu)
(4 Yıllık)",790.901,251.39396
100751548,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Nükleer Teknoloji ve Radyasyon Güvenliği
(2 Yıllık)",791.032,305.15441
101710115,BATMAN ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Sanat Tarihi
(4 Yıllık)",791.300,236.33356
107950987,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Biyomedikal Cihaz Teknolojisi
(2 Yıllık)",791.383,305.12334
107350551,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",791.783,305.0854
103990185,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"BASKİL MESLEK YÜKSEKOKULU
Raylı Sistemler Makinistliği
(2 Yıllık)",791.807,305.08344
205550148,TOROS ÜNİVERSİTESİ (MERSİN),"MESLEK YÜKSEKOKULU
İnşaat Teknolojisi (Burslu)
(2 Yıllık)",791.903,305.07465
106190299,KARABÜK ÜNİVERSİTESİ,"SAFRANBOLU TÜRKER İNANOĞLU İLETİŞİM FAKÜLTESİ
Gazetecilik
(4 Yıllık)",792.263,236.23154
100790616,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Ofis Teknolojileri ve Veri Yönetimi
(2 Yıllık)",792.267,305.04327
103190563,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"EFES MESLEK YÜKSEKOKULU (Selçuk)
Gıda Teknolojisi
(2 Yıllık)",792.289,305.04213
206210988,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme (%50 İndirimli)
(4 Yıllık)",792.424,251.25942
109950212,YALOVA ÜNİVERSİTESİ,"YALOVA MESLEK YÜKSEKOKULU
Aşçılık
(2 Yıllık)",792.534,305.021
108911602,SELÇUK ÜNİVERSİTESİ (KONYA),"EDEBİYAT FAKÜLTESİ
Felsefe
(4 Yıllık)",792.598,251.24533
204950032,PİRİ REİS ÜNİVERSİTESİ (İSTANBUL),"DENİZCİLİK MESLEK YÜKSEKOKULU
Deniz ve Liman İşletmeciliği (%50 İndirimli)
(2 Yıllık)",793.052,304.97642
105950842,KAFKAS ÜNİVERSİTESİ (KARS),"ATATÜRK SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",793.417,304.94441
108250716,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),"ÇARŞAMBA TİCARET BORSASI MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",794.055,304.89366
107890048,MUŞ ALPARSLAN ÜNİVERSİTESİ,"VARTO MESLEK YÜKSEKOKULU
Eczane Hizmetleri
(2 Yıllık)",794.380,304.86526
106690342,KIRIKKALE ÜNİVERSİTESİ,"FATMA ŞENSES SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Mahkeme Büro Hizmetleri
(2 Yıllık)",794.672,304.83926
201990846,HALİÇ ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK FAKÜLTESİ
Endüstriyel Tasarım (%25 İndirimli)
(4 Yıllık)",794.706,231.36591
110310674,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,"KARADENİZ EREĞLİ TURİZM FAKÜLTESİ
Turizm İşletmeciliği
(4 Yıllık)",794.761,251.04531
104351391,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"NİKSAR MESLEK YÜKSEKOKULU
Ormancılık ve Orman Ürünleri
(2 Yıllık)",794.924,304.8152
111500143,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,"BATTALGAZİ MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",794.937,304.81396
300150906,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"SAĞLIK HİZMETLERİ YÜKSEKOKULU
Radyoterapi (Burslu)
(2 Yıllık)",795.304,304.78027
112350304,KAYSERİ ÜNİVERSİTESİ,"DEVELİ HÜSEYİN ŞAHİN MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",795.329,304.77803
200610648,BAŞKENT ÜNİVERSİTESİ (ANKARA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Ücretli)
(4 Yıllık)",795.406,231.3088
201650123,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"MESLEK YÜKSEKOKULU
Anestezi (%25 İndirimli)
(2 Yıllık)",795.692,304.74806
111890231,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"SAPANCA TURİZM MESLEK YÜKSEKOKULU
Pastacılık ve Ekmekçilik
(2 Yıllık)",795.875,304.73263
100190150,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"MUDURNU SÜREYYA ASTARCI MESLEK YÜKSEKOKULU
Laborant ve Veteriner Sağlık
(2 Yıllık)",796.255,304.69855
105290088,IĞDIR ÜNİVERSİTESİ,"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Evde Hasta Bakımı
(2 Yıllık)",796.646,304.66399
100950699,AMASYA ÜNİVERSİTESİ,"SABUNCUOĞLU ŞEREFEDDİN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Tıbbi Dokümantasyon ve Sekreterlik (Uzaktan Öğretim)
(2 Yıllık)",796.729,304.65794
110550105,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ (ANTALYA),"ALANYA TİCARET VE SANAYİ ODASI TURİZM MESLEK YÜKSEKOKULU
Turizm ve Otel İşletmeciliği
(2 Yıllık)",796.946,304.63828
100310661,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ (Kuşadası)
Yiyecek ve İçecek İşletmeciliği
(4 Yıllık)",797.091,250.8414
110250408,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,"VAN MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",797.271,304.60915
111650996,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Özel Güvenlik ve Koruma
(2 Yıllık)",797.360,304.60265
204610576,NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ),"MESLEK YÜKSEKOKULU
İlk ve Acil Yardım (%25 İndirimli)
(2 Yıllık)",797.474,304.59313
109490341,TRAKYA ÜNİVERSİTESİ (EDİRNE),"EDİRNE TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Hibrid ve Elektrikli Taşıtlar Teknolojisi
(2 Yıllık)",797.613,304.58032
106610394,KIRIKKALE ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Ekonometri
(4 Yıllık)",797.668,250.79087
108050145,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",797.780,304.56476
201610575,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"GÜZEL SANATLAR VE MİMARLIK FAKÜLTESİ
İç Mimarlık ve Çevre Tasarımı (Ücretli)
(4 Yıllık)",797.894,250.77029
104390167,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,"ERBAA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Optisyenlik
(2 Yıllık)",797.910,304.55504
109010213,SİİRT ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat
(4 Yıllık)",797.919,235.62317
101551177,BALIKESİR ÜNİVERSİTESİ,"BALIKESİR MESLEK YÜKSEKOKULU
Kontrol ve Otomasyon Teknolojisi
(2 Yıllık)",797.952,304.55097
204090587,KTO KARATAY ÜNİVERSİTESİ (KONYA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Fizyoterapi ve Rehabilitasyon (Ücretli)
(4 Yıllık)",798.140,231.08304
109890181,UŞAK ÜNİVERSİTESİ,"GÜZEL SANATLAR FAKÜLTESİ
Tekstil ve Moda Tasarımı
(4 Yıllık)",798.166,250.74832
111570281,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,"DOĞANŞEHİR VAHAP KÜÇÜK MESLEK YÜKSEKOKULU
Sivil Savunma ve İtfaiyecilik
(2 Yıllık)",798.217,304.52744
102551402,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"MANİSA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Saç Bakımı ve Güzellik Hizmetleri
(2 Yıllık)",798.509,304.50348
109490284,TRAKYA ÜNİVERSİTESİ (EDİRNE),"UZUNKÖPRÜ UYGULAMALI BİLİMLER YÜKSEKOKULU
Muhasebe ve Finans Yönetimi
(4 Yıllık)",798.712,250.70258
204150985,MALTEPE ÜNİVERSİTESİ (İSTANBUL),"MESLEK YÜKSEKOKULU
Uçak Teknolojisi (%25 İndirimli)
(2 Yıllık)",798.843,304.47262
101750398,BATMAN ÜNİVERSİTESİ,"SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",799.240,304.43893
203090210,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Beslenme ve Diyetetik (Ücretli)
(4 Yıllık)",799.306,230.98912
101590102,BALIKESİR ÜNİVERSİTESİ,"KEPSUT MESLEK YÜKSEKOKULU
Laborant ve Veteriner Sağlık
(2 Yıllık)",799.314,304.43287
200351084,AVRASYA ÜNİVERSİTESİ (TRABZON),"SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
İş ve Uğraşı Terapisi (Burslu)
(2 Yıllık)",799.327,304.43179
104790138,GÜMÜŞHANE ÜNİVERSİTESİ,"ŞİRAN DURSUN KELEŞ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Eczane Hizmetleri
(2 Yıllık)",799.694,304.39821
103210432,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Ekonometri
(4 Yıllık)",799.696,250.61698
100810268,AKSARAY ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat
(4 Yıllık)",799.818,250.60795
101551423,BALIKESİR ÜNİVERSİTESİ,"BALIKESİR MESLEK YÜKSEKOKULU
Otomotiv Teknolojisi
(2 Yıllık)",799.876,304.38192
106950399,KOCAELİ ÜNİVERSİTESİ,"KARTEPE TURİZM MESLEK YÜKSEKOKULU
Turist Rehberliği
(2 Yıllık)",800.071,304.3636
101290163,ARDAHAN ÜNİVERSİTESİ,"İNSANİ BİLİMLER VE EDEBİYAT FAKÜLTESİ
Türk Dili ve Edebiyatı
(4 Yıllık)",800.127,235.38717
108250797,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),"YEŞİLYURT DEMİR ÇELİK MESLEK YÜKSEKOKULU
Elektronik Teknolojisi
(2 Yıllık)",800.169,304.3564
109950284,YALOVA ÜNİVERSİTESİ,"ÇINARCIK MESLEK YÜKSEKOKULU
Çocuk Gelişimi
(2 Yıllık)",800.174,304.35607
106990629,KOCAELİ ÜNİVERSİTESİ,"FORD OTOSAN İHSANİYE OTOMOTİV MESLEK YÜKSEKOKULU
Otomotiv Gövde ve Yüzey İşlem Teknolojileri
(2 Yıllık)",800.230,304.35134
101690204,BARTIN ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat
(4 Yıllık)",800.492,235.34736
101410948,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"SU ÜRÜNLERİ FAKÜLTESİ
Su Ürünleri Mühendisliği
(4 Yıllık)",800.538,230.88885
109510014,MUNZUR ÜNİVERSİTESİ (TUNCELİ),"SU ÜRÜNLERİ FAKÜLTESİ
Su Ürünleri Mühendisliği
(4 Yıllık)",801.275,230.82662
107690223,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,"FETHİYE SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",801.376,304.25014
109150168,SİNOP ÜNİVERSİTESİ,"MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",801.775,304.21445
101890064,BAYBURT ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Gümrük İşletme
(4 Yıllık)",801.921,250.42315
100751221,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Yapı Denetimi
(2 Yıllık)",801.975,304.19867
108710193,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ (RİZE),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat
(4 Yıllık)",802.020,250.41484
109310016,ŞIRNAK ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat
(4 Yıllık)",802.099,235.17404
102550794,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"SALİHLİ MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",802.163,304.18194
209910116,İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,"İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU
Moda Tasarımı (Burslu) (Bursa Yerleşkesi)
(2 Yıllık)",802.195,304.17815
107750105,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,"ANTAKYA MESLEK YÜKSEKOKULU
Bilgisayar Programcılığı
(2 Yıllık)",802.261,304.17182
104710318,GÜMÜŞHANE ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Radyo, Televizyon ve Sinema
(4 Yıllık)",802.372,235.14444
109310079,ŞIRNAK ÜNİVERSİTESİ,"ZİRAAT FAKÜLTESİ
Bahçe Bitkileri
(4 Yıllık)",802.441,230.72767
101450286,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",802.464,304.15288
106110354,KARABÜK ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
İşletme
(4 Yıllık)",802.565,250.36589
202490695,İSTANBUL AYDIN ÜNİVERSİTESİ,"ANADOLU BİL MESLEK YÜKSEKOKULU
Uçak Teknolojisi (%50 İndirimli)
(2 Yıllık)",802.700,304.13438
210403090,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER YÜKSEKOKULU
Yazılım Geliştirme (%50 İndirimli)
(4 Yıllık)",802.781,230.70129
109252587,SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA),"ISPARTA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU
Yaşlı Bakımı
(2 Yıllık)",802.900,304.11662
112771295,SAMSUN ÜNİVERSİTESİ,"TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Ön-Yüz Yazılım Geliştirme
(2 Yıllık)",802.926,304.11405
101150844,ANKARA ÜNİVERSİTESİ,"BEYPAZARI MESLEK YÜKSEKOKULU
Moda Tasarımı
(2 Yıllık)",803.297,304.08006
102951001,ÇUKUROVA ÜNİVERSİTESİ (ADANA),"ADANA ORGANİZE SANAYİ BÖLGESİ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU
Elektrik
(2 Yıllık)",803.547,304.05636
108110136,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Kamu Yönetimi
(4 Yıllık)",803.569,250.28092
109090055,SİİRT ÜNİVERSİTESİ,"GÜZEL SANATLAR VE TASARIM FAKÜLTESİ
Şehir ve Bölge Planlama
(4 Yıllık)",803.805,230.61446
106490185,KASTAMONU ÜNİVERSİTESİ,"DEVREKANİ TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ MESLEK YÜKSEKOKULU
Eczane Hizmetleri
(2 Yıllık)",804.363,303.98525
202210161,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (%50 İndirimli)
(4 Yıllık)",804.474,250.20385
100510262,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Coğrafya
(4 Yıllık)",804.532,234.91144
200110168,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Beslenme ve Diyetetik (%25 İndirimli)
(4 Yıllık)",804.574,230.54773
206511462,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Adli Bilimler (%50 İndirimli)
(4 Yıllık)",804.628,230.54377
110550098,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ (ANTALYA),"ALANYA TİCARET VE SANAYİ ODASI MESLEK YÜKSEKOKULU
Muhasebe ve Vergi Uygulamaları
(2 Yıllık)",804.794,303.94964
207650974,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (İngilizce) (%50 İndirimli)
(4 Yıllık)",804.885,230.52182
111890198,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"DENİZCİLİK MESLEK YÜKSEKOKULU (Kocaali)
Gemi İnşaatı
(2 Yıllık)",804.931,303.93742
111712268,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,"SANAT VE TASARIM FAKÜLTESİ
Moda Tasarımı (M.T.O.K.)
(4 Yıllık)",804.935,250.16235
101490754,ATATÜRK ÜNİVERSİTESİ (ERZURUM),"AÇIK VE UZAKTAN ÖĞRETİM FAKÜLTESİ
Sağlık Kurumları İşletmeciliği (Açıköğretim)
(2 Yıllık)",804.997,303.93231
106290134,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),"EDEBİYAT FAKÜLTESİ
Arkeoloji
(4 Yıllık)",805.022,250.15441
